player_id,player_name,position,school,sg_ol_pass_block_grade,sg_ol_run_block_grade,sg_ol_pbe,sg_ol_pressure_allowed_rate,sg_ol_pressures_allowed,sg_ol_sacks_allowed,sg_ol_hits_allowed,sg_ol_hurries_allowed,sg_ol_versatility_count,sg_source_season,source,season,sg_qb_pass_grade,sg_qb_btt_rate,sg_qb_twp_rate,sg_qb_pressure_to_sack_rate,sg_qb_avg_depth_of_target,sg_qb_avg_time_to_throw,sg_qb_qb_rating,sg_qb_pressure_grade,sg_qb_pressure_qb_rating,sg_qb_pressure_twp_rate,sg_qb_pressure_btt_rate,sg_qb_pressure_pressure_to_sack_rate,sg_qb_blitz_grade,sg_qb_blitz_qb_rating,sg_qb_no_screen_grade,sg_qb_no_screen_btt_rate,sg_qb_no_screen_twp_rate,sg_qb_play_action_grade,sg_qb_non_play_action_grade,sg_qb_quick_qb_rating,sg_qb_quick_btt_rate,sg_qb_quick_twp_rate,sg_qb_extended_qb_rating,sg_qb_extended_btt_rate,sg_qb_extended_twp_rate,sg_wrte_route_grade,sg_wrte_yprr,sg_wrte_targets_per_route,sg_wrte_contested_catch_rate,sg_wrte_drop_rate,sg_wrte_slot_rate,sg_wrte_inline_rate,sg_wrte_wide_rate,sg_wrte_avoided_tackles,sg_wrte_man_yprr,sg_wrte_zone_yprr,sg_wrte_man_targets_percent,sg_dl_pass_rush_grade,sg_dl_pass_rush_win_rate,sg_dl_prp,sg_dl_total_pressures,sg_dl_true_pass_set_win_rate,sg_dl_true_pass_set_prp,sg_dl_true_pass_set_total_pressures,sg_front_run_def_grade,sg_front_stop_percent,sg_front_missed_tackle_rate,sg_def_coverage_grade,sg_def_run_grade,sg_def_tackle_grade,sg_def_missed_tackle_rate,sg_def_qb_rating_against,sg_def_interceptions,sg_def_pass_break_ups,sg_def_tackles,sg_def_tackles_for_loss,sg_def_total_pressures,sg_cov_grade,sg_cov_forced_incompletion_rate,sg_cov_snaps_per_target,sg_cov_snaps_per_reception,sg_cov_yards_per_snap,sg_cov_qb_rating_against,sg_cov_catch_rate,sg_cov_source_season,sg_cov_man_grade,sg_cov_man_qb_rating_against,sg_cov_man_yards_per_snap,sg_cov_zone_grade,sg_cov_zone_qb_rating_against,sg_cov_zone_yards_per_snap,sg_rb_run_grade,sg_rb_elusive_rating,sg_rb_mtf,sg_rb_yco_attempt,sg_rb_explosive_rate,sg_rb_breakaway_percent,sg_rb_targets_per_route,sg_rb_yprr,sg_rb_total_touches,sg_slot_cov_snaps,sg_slot_cov_snaps_per_target,sg_slot_cov_qb_rating_against,sg_slot_cov_yards_per_snap
145996,Taylen Green,QB,ARKANSAS,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,65.6,3.2,5.3,19.0,9.5,3.2,91.9,29.5,57.1,7.8,3.2,19.0,64.4,103.9,65.7,3.4,5.6,63.9,65.4,108.1,2.2,3.6,81.3,3.8,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146008,Tanner Arkin,TE,ILLINOIS,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,56.2,0.65,0.0971,0.0,7.1,17.4,78.5,3.2,2,1.23,0.46,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146043,Julian Neal,CB,ARKANSAS,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5,85.9,84.2,7.3,82.5,2,8,42,2,3,76.5,16.7,7.4,13.1,1.0,82.5,56.3,2025,66.3,128.8,1.6,78.2,42.9,0.8,,,,,,,,,,7,2.3,77.1,2.0
146066,Ka'ena Decambra,IOL,ARIZONA,77.8,63.6,98.9,0.01869,10,1,2,7,1,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146185,Fernando Carmona,IOL,ARKANSAS,72.3,71.3,98.1,0.03412,16,1,3,12,1,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146252,Dalton Johnson,S,ARIZONA,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.6,71.8,71.0,13.5,37.8,4,5,65,1,1,88.6,11.1,8.2,14.7,0.6,37.8,55.6,2025,72.0,35.4,0.8,88.5,29.4,0.4,,,,,,,,,,118,4.5,58.7,1.13
146280,Eric Gentry,LB,USC,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5,5.8,7.7,6,10.0,15.0,2,67.5,7.7,15.0,72.1,67.5,57.4,17.2,88.8,0,2,51,4,11,72.1,7.7,10.7,14.0,0.5,88.8,76.9,2025,79.3,83.3,0.2,58.3,92.3,0.8,,,,,,,,,,61,4.7,79.3,1.0
146288,J. Michael Sturdivant,WR,FLORIDA,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,62.8,1.32,0.1603,62.5,3.6,39.8,0.0,60.2,4,0.87,1.4,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146306,Kaleb Elarms-Orr,LB,TCU,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7,9.8,9.8,20,9.1,13.6,12,89.1,10.1,4.3,75.4,89.1,86.2,7.1,99.3,0,2,89,7,25,75.4,8.6,9.8,13.8,0.7,99.3,71.4,2025,67.1,95.8,0.2,67.0,92.6,0.8,,,,,,,,,,38,7.6,64.6,0.32
146395,Garrett DiGiorgio,IOL,UCLA,74.0,73.2,97.4,0.04218,17,3,0,14,3,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146410,Michael Trigg,TE,BAYLOR,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,2.18,0.2665,41.2,12.3,69.4,27.2,2.9,17,2.1,2.1,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146418,Lake McRee,TE,USC,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,1.51,0.1633,63.6,6.3,33.8,55.3,8.4,2,0.64,1.84,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146508,De'Zhaun Stribling,WR,OLE MISS,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,78.8,2.15,0.1958,44.4,1.8,17.5,1.0,80.5,12,2.5,1.99,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,,,
146524,David Gusta,DT,KENTUCKY,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7,9.1,3.8,15,17.5,5.3,6,77.8,3.2,25.0,68.0,77.8,29.3,27.8,0.0,0,0,9,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
146598,Jaeden Roberts,IOL,ALABAMA,87.5,62.6,99.3,0.00943,2,1,0,1,2,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146607,DeVonta Smith,CB,NOTRE DAME,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,72.5,75.6,9.1,71.0,0,3,18,1,1,72.2,15.4,6.5,11.3,0.8,71.0,57.7,2025,72.6,62.8,0.8,64.7,93.2,0.7,,,,,,,,,,138,5.8,71.0,0.85
146608,Deontae Lawson,LB,ALABAMA,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7,7.0,8.0,14,10.0,8.3,9,83.6,8.5,11.3,69.3,83.6,57.6,16.3,115.7,0,2,65,4,14,69.3,6.5,9.0,10.8,0.7,115.7,83.9,2025,61.9,122.9,0.1,67.3,105.7,0.9,,,,,,,,,,13,13.0,118.8,1.62
146617,Tim Keenan III,DT,ALABAMA,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,2.7,4.0,12,3.8,2.8,3,73.7,3.6,0.0,54.0,73.7,59.0,14.3,0.0,0,0,13,1,12,54.0,,,,0.0,0.0,,2025,53.0,0.0,0.0,60.4,0.0,0.0,,,,,,,,,,,,,
146644,Cameron Ball,DT,ARKANSAS,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025_with_2024_fallback,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,8.2,3.7,21,8.2,4.6,9,68.8,5.2,10.7,72.1,68.8,57.3,9.7,0.0,0,0,4,4,21,68.1,,,,0.0,0.0,,2024,60.0,0.0,0.0,68.9,0.0,,,,,,,,,,,,,,
146674,Ahmari Harvey,CB,GA TECH,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025_with_2024_fallback,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7,58.9,74.7,11.8,59.4,0,5,26,2,2,75.7,23.5,7.1,16.1,0.7,59.4,44.1,2025,53.7,71.4,1.2,73.8,67.0,0.6,,,,,,,,,,9,3.0,122.2,2.0
146676,Lee Hunter,DT,TEXAS TECH,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1,10.6,4.5,26,17.5,7.2,12,84.5,11.9,2.9,71.4,84.5,69.9,9.8,0.0,0,0,26,9,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
146692,Austin Barber,OT,FLORIDA,66.7,90.0,97.5,0.04028,17,3,1,13,2,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146693,Jake Slaughter,IOL,FLORIDA,84.1,80.2,99.4,0.00948,4,1,1,2,1,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146701,Scooby Williams,LB,TEXAS A&M,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3,6.3,12.5,3,20.0,40.0,3,69.7,9.9,18.8,73.2,69.7,56.2,15.0,2.8,1,0,12,3,4,73.2,0.0,11.8,35.5,0.0,2.8,33.3,2025,70.7,79.2,-0.2,73.9,0.0,0.1,,,,,,,,,,11,11.0,91.7,0.55
146718,Micah Morris,IOL,GEORGIA,83.7,67.2,99.5,0.00939,4,0,2,2,2,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146724,Xavian Sorey Jr.,LB,ARKANSAS,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,14.2,8.4,22,17.1,11.4,14,49.3,6.6,21.9,47.2,49.3,43.2,22.1,94.7,1,1,52,4,23,47.2,4.8,8.8,13.1,0.7,94.7,66.7,2025,42.9,115.3,0.5,62.7,56.9,0.9,,,,,,,,,,5,5.0,0.0,0.0
146735,Devonte Ross,WR,PENN STATE,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,71.2,2.04,0.2073,50.0,10.0,35.8,0.0,64.2,7,1.92,2.38,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146741,Jager Burton,IOL,KENTUCKY,79.5,67.5,98.6,0.02626,12,0,0,12,2,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146757,Garrett Nussmeier,QB,LSU,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,76.4,4.5,3.0,19.0,7.0,2.48,92.7,55.9,70.7,3.4,6.1,19.0,67.2,100.7,75.5,5.7,3.7,73.2,75.0,103.2,3.1,1.5,76.1,6.7,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146762,Chris Hilton Jr.,WR,LSU,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,0.81,0.1141,20.0,9.1,15.0,0.0,85.0,0,0.5,1.07,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146802,Luke Altmyer,QB,ILLINOIS,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,74.2,3.1,3.1,21.5,9.3,2.8,106.4,57.5,78.6,3.2,1.8,20.8,59.5,112.8,74.1,3.6,3.6,73.1,71.8,103.7,0.5,2.5,109.0,5.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146812,Micah Pettus,OT,FLORIDA ST,74.6,70.4,97.4,0.04688,15,1,2,12,2,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146839,Sawyer Robertson,QB,BAYLOR,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,67.2,4.6,3.6,15.0,9.9,2.53,93.2,56.6,76.1,3.2,6.4,14.3,63.9,90.8,65.7,5.4,4.2,70.7,63.8,101.4,4.5,2.2,81.6,4.7,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146881,Connor Tollison,IOL,MISSOURI,72.1,59.7,97.9,0.03294,14,3,1,10,1,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146926,Nick Barrett,DT,S CAROLINA,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1,4.3,2.4,9,6.9,4.2,5,82.9,10.0,18.2,57.1,82.9,48.6,16.7,0.0,0,0,34,2,9,57.1,,,,0.0,0.0,,2025,55.9,0.0,0.0,60.0,0.0,,,,,,,,,,,,,,
146967,Miles Capers,EDGE,VANDERBILT,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.4,11.2,7.4,33,17.9,10.8,20,72.3,8.6,4.5,55.0,72.3,64.4,15.2,102.8,0,0,19,5,33,55.0,0.0,6.0,6.0,1.4,102.8,100.0,2025,72.9,0.0,0.0,53.0,98.8,1.4,,,,,,,,,,,,,
146989,Tyreek Chappell,CB,TEXAS A&M,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3,63.1,62.6,16.2,92.0,0,3,27,1,3,61.3,6.1,6.3,9.4,1.0,92.0,67.3,2025,70.2,53.0,0.4,60.0,92.8,1.2,,,,,,,,,,273,6.3,92.4,1.07
146990,Dametrious Crownover,OT,TEXAS A&M,58.4,72.4,96.4,0.06308,27,2,2,23,2,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146994,Bryce Foster,IOL,KANSAS,75.5,66.9,98.3,0.03242,13,0,1,12,2,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147009,Albert Regis,DT,TEXAS A&M,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,4.2,2.9,13,6.3,5.0,7,82.6,9.0,6.7,60.9,82.6,58.1,11.5,0.0,0,0,25,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
147013,Eli Stowers,TE,VANDERBILT,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,85.3,2.55,0.2824,41.2,6.1,66.4,24.9,8.4,9,1.78,3.06,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147019,Trey Zuhn III,OT,TEXAS A&M,96.8,59.7,98.5,0.02299,10,2,1,7,2,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147046,Seydou Traore,TE,MISS STATE,,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,1.08,0.1387,40.0,2.8,49.9,34.9,12.0,6,1.14,1.27,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147426,Ryan Mosesso,OT,UMASS,49.9,56.8,96.5,0.06362,32,2,8,22,3,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147474,Lorenzo Styles Jr.,S,OHIO STATE,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5,71.0,57.9,13.3,100.7,0,3,22,1,1,63.5,12.1,6.8,10.1,1.2,100.7,66.7,2025,63.8,125.6,1.2,64.5,86.6,0.8,,,,,,,,,,116,4.3,104.7,1.94
147475,Logan Diggs,RB,OLE MISS,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,54.5,3,2.73,5,34.9,0.1045,0.84,40,,,,
147482,Pat Coogan,IOL,INDIANA,84.0,75.3,98.9,0.0207,10,0,0,10,1,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147528,Chase Roberts,WR,BYU,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,76.9,2.35,0.2602,52.9,12.9,26.0,0.0,74.0,5,1.7,2.76,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147570,Josh Cuevas,TE,ALABAMA,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,71.1,1.25,0.1524,50.0,7.5,29.8,54.4,12.1,7,1.27,1.31,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147861,Jack Kelly,LB,BYU,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.7,11.5,15.1,22,14.6,26.0,18,65.0,4.8,17.1,60.7,65.0,57.2,22.4,110.9,0,2,41,2,29,60.7,12.5,8.7,11.1,0.9,110.9,78.1,2025,59.5,78.1,0.4,52.8,110.0,1.3,,,,,,,,,,34,4.9,62.8,0.65
148226,Angel Johnson,RB,WASH STATE,,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4,137.1,32,3.31,7,44.0,0.1098,0.67,82,,,,
150160,Bauer Sharp,TE,LSU,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,49.3,1.14,0.1422,60.0,7.7,36.6,57.2,4.1,2,0.26,1.09,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150178,Jake Golday,LB,CINCINNATI,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1,5.6,9.2,10,4.3,10.9,3,90.6,7.8,7.7,77.5,90.6,83.1,9.0,106.5,0,3,70,4,18,77.5,8.6,7.7,10.7,0.8,106.5,71.4,2025,69.1,118.8,1.2,71.5,97.6,0.8,,,,,,,,,,106,8.8,114.2,0.97
150482,J'Mari Taylor,RB,VIRGINIA,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3,90.9,55,3.39,21,33.9,0.1957,0.91,265,,,,
150690,Caden Barnett,IOL,WYOMING,65.8,73.2,97.7,0.04054,18,1,6,11,3,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150698,John Michael Gyllenborg,TE,WYOMING,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.18,0.1955,33.3,11.1,40.9,56.4,1.4,3,1.6,0.84,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151069,Malachi Fields,WR,NOTRE DAME,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,76.2,2.2,0.2168,47.8,2.7,9.7,1.3,88.7,6,2.05,1.98,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151095,Jacob Rodriguez,LB,TEXAS TECH,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4,2.9,8.6,5,8.3,16.7,4,94.8,15.3,10.3,92.3,94.8,65.5,13.9,84.5,4,3,94,9,6,92.3,4.5,6.4,7.9,1.2,84.5,81.8,2025,75.2,137.1,0.6,90.4,76.6,1.3,,,,,,,,,,44,2.9,94.2,2.25
151098,Logan Taylor,IOL,BOSTON COL,71.4,72.3,97.4,0.04097,22,5,2,15,4,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154188,Jeff Caldwell,WR,CINCINNATI,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,71.5,2.16,0.2624,38.5,8.6,8.2,0.0,91.8,11,1.76,2.5,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155211,Cash Jones,RB,GEORGIA,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2,61.8,1,1.92,0,0.0,0.2308,1.66,31,,,,
155869,Eric O'Neill,EDGE,RUTGERS,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.6,13.0,9.1,41,17.9,14.2,25,73.8,9.7,17.6,57.5,73.8,51.3,22.5,39.6,0,0,26,7,41,57.5,0.0,2.0,,0.0,39.6,0.0,2025,60.4,39.6,0.0,60.0,0.0,,,,,,,,,,,,,,
155966,Ethan Onianwa,IOL,OHIO STATE,39.0,59.2,100.0,0.0,0,0,0,0,3,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156169,Nadame Tucker,EDGE,W MICHIGAN,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3,28.4,12.7,61,40.8,18.5,38,72.6,9.3,14.3,67.8,72.6,62.6,18.0,39.6,0,1,31,6,61,67.8,50.0,5.0,,0.0,39.6,0.0,2025,29.7,39.6,0.0,88.8,39.6,0.0,,,,,,,,,,,,,
156223,Jude Bowry,OT,BOSTON COL,66.4,68.2,97.7,0.04375,14,0,2,12,2,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156225,Jeremiah Franklin,TE,BOSTON COL,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,1.49,0.2102,30.0,5.8,38.4,47.4,11.3,8,0.75,1.55,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156237,Wade Woodaz,LB,CLEMSON,,,,,,,,,,2025,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4,1.8,4.5,5,0.0,10.0,2,70.8,10.3,9.8,75.5,70.8,75.7,9.0,89.1,0,3,58,7,7,75.5,10.6,6.6,8.8,0.9,89.1,74.5,2025,67.9,64.6,0.1,75.6,87.3,1.3,,,,,,,,,,37,2.5,94.2,2.68
